city,state_name,lat,lng
La Cueva,New Mexico,35.8695,-106.6485
Chimayo,New Mexico,35.9976,-105.9363
Jacona,New Mexico,35.8887,-106.0386
Tajique,New Mexico,34.76,-106.301
Sabinal,New Mexico,34.4937,-106.8075
Questa,New Mexico,36.7114,-105.5936
Organ,New Mexico,32.4251,-106.6024
White Signal,New Mexico,32.5724,-108.3512
El Vado,New Mexico,36.5939,-106.7286
Los Trujillos,New Mexico,34.6467,-106.7609
La Huerta,New Mexico,32.449,-104.2231
Tome,New Mexico,34.7397,-106.723
Moriarty,New Mexico,35.0064,-106.0482
Jemez Springs,New Mexico,35.7735,-106.6907
Ojo Amarillo,New Mexico,36.6942,-108.3704
Cañon,New Mexico,35.6718,-106.7527
Correo,New Mexico,34.955,-107.1848
Sombrillo,New Mexico,35.9802,-106.0353
Vadito,New Mexico,36.1929,-105.6754
Santa Ana Pueblo,New Mexico,35.3495,-106.5202
San Fidel,New Mexico,35.1025,-107.5975
Ojo Feliz,New Mexico,36.0578,-105.1183
McIntosh,New Mexico,34.8804,-106.0577
Alcalde,New Mexico,36.0854,-106.0575
Sunland Park,New Mexico,31.8187,-106.5932
Newcomb,New Mexico,36.2834,-108.7081
San Rafael,New Mexico,35.0878,-107.8895
San Mateo,New Mexico,35.3321,-107.6469
Raton,New Mexico,36.8849,-104.4396
Chamisal,New Mexico,36.1725,-105.7459
Mayhill,New Mexico,32.8962,-105.496
Arroyo Seco,New Mexico,36.5215,-105.586
Sherman,New Mexico,32.7467,-107.8864
Nambe,New Mexico,35.8984,-105.9667
Sedan,New Mexico,36.1445,-103.1305
Dahlia,New Mexico,35.1214,-105.2769
Fence Lake,New Mexico,34.669,-108.6802
Cedar Hill,New Mexico,36.9296,-107.8871
La Cienega,New Mexico,35.58,-106.1127
Isleta,New Mexico,34.9073,-106.6892
North San Ysidro,New Mexico,35.4746,-105.5661
Dalies,New Mexico,34.772,-106.8606
Cañada de los Alamos,New Mexico,35.5926,-105.8597
Arenas Valley,New Mexico,32.7765,-108.2029
Mountainair,New Mexico,34.5198,-106.2429
Truchas,New Mexico,36.0338,-105.8095
Las Vegas,New Mexico,35.6011,-105.2206
Mesilla,New Mexico,32.2692,-106.8086
Lee Acres,New Mexico,36.7103,-108.0721
Carlsbad,New Mexico,32.4064,-104.2385
Dexter,New Mexico,33.1952,-104.3688
Rio En Medio,New Mexico,35.8221,-105.901
Sandia Heights,New Mexico,35.1744,-106.4885
Animas,New Mexico,31.9449,-108.8065
Los Alamos,New Mexico,35.8926,-106.2861
Upper Fruitland,New Mexico,36.7205,-108.323
Clovis,New Mexico,34.4375,-103.1924
Lemitar,New Mexico,34.1551,-106.9122
Cundiyo,New Mexico,35.9565,-105.8971
La Luz,New Mexico,32.9698,-105.9388
Columbus,New Mexico,31.8245,-107.6398
Placitas,New Mexico,35.3226,-106.4436
Mountain View,New Mexico,32.2289,-107.7462
Cebolla,New Mexico,36.5383,-106.4864
Taos Pueblo,New Mexico,36.4656,-105.5635
Fort Sumner,New Mexico,34.479,-104.2331
Glencoe,New Mexico,33.4093,-105.4489
Fairacres,New Mexico,32.3047,-106.8366
Paraje,New Mexico,35.0444,-107.4681
Elida,New Mexico,33.9443,-103.6554
Radium Springs,New Mexico,32.4783,-106.9031
Monterey Park,New Mexico,34.7511,-106.653
Escabosa,New Mexico,34.9251,-106.29
Lordsburg,New Mexico,32.3438,-108.7024
Loco Hills,New Mexico,32.8197,-103.9783
Luna,New Mexico,33.8181,-108.9436
San Felipe Pueblo,New Mexico,35.4338,-106.425
Bluewater,New Mexico,35.255,-107.9856
Red River,New Mexico,36.7043,-105.4067
Coolidge,New Mexico,35.447,-108.3634
Broadview,New Mexico,34.8195,-103.2136
Maljamar,New Mexico,32.8562,-103.7627
Abo,New Mexico,34.4559,-106.3331
Ranchito,New Mexico,36.4042,-105.5978
Encino,New Mexico,34.6518,-105.4586
Turley,New Mexico,36.7525,-107.7651
San Juan Pueblo,New Mexico,36.0528,-106.0706
Clayton,New Mexico,36.4434,-103.1577
Youngsville,New Mexico,36.1928,-106.566
Thoreau,New Mexico,35.4209,-108.2235
Cedar Grove,New Mexico,35.1679,-106.1616
Brimhall Nizhoni,New Mexico,35.7785,-108.6322
East Pecos,New Mexico,35.5765,-105.6499
Cliff,New Mexico,32.966,-108.6176
Hanover,New Mexico,32.8149,-108.0897
Los Chavez,New Mexico,34.7333,-106.7634
Sabinoso,New Mexico,35.6989,-104.408
Buckhorn,New Mexico,33.0315,-108.6944
El Cerro,New Mexico,34.7807,-106.6956
Chama,New Mexico,36.8926,-106.5843
Maxwell,New Mexico,36.5411,-104.5431
Logan,New Mexico,35.3578,-103.4455
Orogrande,New Mexico,32.3875,-106.1003
San Miguel,New Mexico,32.1535,-106.7269
Chamita,New Mexico,36.0706,-106.0974
Twin Lakes,New Mexico,35.6834,-108.7709
Brazos,New Mexico,36.7529,-106.5598
Wagon Mound,New Mexico,36.0046,-104.7092
Jal,New Mexico,32.1155,-103.1892
Dixon,New Mexico,36.1886,-105.8784
Ruidoso Downs,New Mexico,33.3312,-105.5968
Lyden,New Mexico,36.1537,-106.0147
Mosquero,New Mexico,35.7743,-103.9544
La Plata,New Mexico,36.9232,-108.1932
Monticello,New Mexico,33.397,-107.4509
Oasis,New Mexico,32.9277,-107.3164
Shiprock,New Mexico,36.7925,-108.7006
Dora,New Mexico,33.9324,-103.3369
Tierra Amarilla,New Mexico,36.706,-106.5599
San Lorenzo,New Mexico,32.8086,-107.9221
Rutheron,New Mexico,36.7186,-106.6117
Boles Acres,New Mexico,32.8193,-105.9783
Miami,New Mexico,36.35,-104.7931
Sheep Springs,New Mexico,36.1564,-108.6906
Peralta,New Mexico,34.8282,-106.6863
Aztec,New Mexico,36.8189,-107.9823
Zia Pueblo,New Mexico,35.52,-106.715
Picacho,New Mexico,33.3518,-105.145
Valdez,New Mexico,36.5345,-105.5839
San Pablo,New Mexico,32.2507,-106.7625
Medanales,New Mexico,36.1756,-106.1834
Piñon,New Mexico,32.6182,-105.3867
Milan,New Mexico,35.1949,-107.8946
Grants,New Mexico,35.1538,-107.8347
Carnuel,New Mexico,35.0608,-106.4586
Stanley,New Mexico,35.1475,-105.977
Fruitland,New Mexico,36.7392,-108.3956
Las Maravillas,New Mexico,34.734,-106.669
Pinehill,New Mexico,35.0031,-108.4082
Pecos,New Mexico,35.5754,-105.6786
Willard,New Mexico,34.5949,-106.0317
Kirtland,New Mexico,36.7438,-108.3514
Sapello,New Mexico,35.7728,-105.2533
Hatch,New Mexico,32.6682,-107.1642
Zuni Pueblo,New Mexico,35.0708,-108.8484
Veguita,New Mexico,34.5146,-106.7679
Mora,New Mexico,35.9633,-105.3312
Chloride,New Mexico,33.3387,-107.6778
Ocate,New Mexico,36.1756,-105.0481
Conchas,New Mexico,35.3715,-104.2085
Cimarron,New Mexico,36.5087,-104.9115
Cañones,New Mexico,36.1769,-106.4244
Guadalupita,New Mexico,36.1375,-105.2386
Prewitt,New Mexico,35.3628,-108.044
Rio Communities,New Mexico,34.6414,-106.7165
Serafina,New Mexico,35.3975,-105.3236
Glorieta,New Mexico,35.584,-105.7629
Chamizal,New Mexico,34.2183,-106.9152
San Cristobal,New Mexico,36.6101,-105.6319
Aragon,New Mexico,33.8899,-108.5201
Pojoaque,New Mexico,35.8962,-106.0105
Ponderosa,New Mexico,35.6555,-106.6544
Beclabito,New Mexico,36.8335,-109.0039
Chical,New Mexico,34.8658,-106.6671
Madrid,New Mexico,35.4033,-106.1537
Grady,New Mexico,34.8218,-103.3157
Blanco,New Mexico,36.7214,-107.8327
Yah-ta-hey,New Mexico,35.6216,-108.7919
Hollywood,New Mexico,33.3234,-105.635
Lamy,New Mexico,35.4855,-105.8863
La Mesilla,New Mexico,35.9461,-106.0718
Los Ranchos de Albuquerque,New Mexico,35.1629,-106.6483
Anthony,New Mexico,32.0131,-106.5985
San Antonito,New Mexico,33.8918,-106.88
La Villita,New Mexico,36.1001,-106.0514
Paradise Hills,New Mexico,35.198,-106.7021
Sanostee,New Mexico,36.4329,-108.873
Grenville,New Mexico,36.5931,-103.6134
Peñasco,New Mexico,36.1703,-105.6907
La Puebla,New Mexico,35.989,-105.9988
Texico,New Mexico,34.3897,-103.0513
Abiquiu,New Mexico,36.2017,-106.3239
Angel Fire,New Mexico,36.3821,-105.2715
Jemez Pueblo,New Mexico,35.6068,-106.7332
Escondida,New Mexico,34.1013,-106.8974
Romeroville,New Mexico,35.5228,-105.2447
Lake Sumner,New Mexico,34.6186,-104.38
Lincoln,New Mexico,33.492,-105.3839
Algodones,New Mexico,35.3801,-106.473
Ute Park,New Mexico,36.5467,-105.1038
Sunset,New Mexico,33.3395,-105.0753
La Madera,New Mexico,36.3808,-106.042
Cerrillos,New Mexico,35.4378,-106.1225
Eagle Nest,New Mexico,36.5495,-105.2594
Jaconita,New Mexico,35.8857,-106.0611
San Jon,New Mexico,35.1142,-103.3354
Cubero,New Mexico,35.0903,-107.5264
San Patricio,New Mexico,33.409,-105.3269
Estancia,New Mexico,34.7669,-106.0313
Farmington,New Mexico,36.7559,-108.1827
Newkirk,New Mexico,35.0635,-104.2716
Rowe,New Mexico,35.4922,-105.6715
Rio Rancho,New Mexico,35.2873,-106.6979
Edgewood,New Mexico,35.0614,-106.1914
El Valle de Arroyo Seco,New Mexico,35.9527,-106.0262
Sandia Park,New Mexico,35.1648,-106.3657
Bernardo,New Mexico,34.4187,-106.8336
Humble City,New Mexico,32.7951,-103.2191
Pinedale,New Mexico,35.6039,-108.447
Villanueva,New Mexico,35.266,-105.3602
Whites City,New Mexico,32.1767,-104.3739
Nageezi,New Mexico,36.2488,-107.7471
Dulce,New Mexico,36.9399,-107.0049
Des Moines,New Mexico,36.7626,-103.8358
Allison,New Mexico,35.5242,-108.7851
Arroyo Hondo,New Mexico,36.5346,-105.6666
Elephant Butte,New Mexico,33.1811,-107.2269
Anton Chico,New Mexico,35.1947,-105.1439
Santa Teresa,New Mexico,31.8698,-106.671
Cedro,New Mexico,35.0181,-106.3507
Rock Springs,New Mexico,35.6088,-108.8293
Reserve,New Mexico,33.7092,-108.7616
La Joya,New Mexico,34.3449,-106.8466
Bent,New Mexico,33.1473,-105.859
Cobre,New Mexico,32.7805,-108.1105
Kingston,New Mexico,32.9173,-107.7097
Los Pinos,New Mexico,36.9883,-106.0645
Garfield,New Mexico,32.7568,-107.2665
Taiban,New Mexico,34.4401,-104.0091
Rio Lucio,New Mexico,36.1922,-105.72
Bernalillo,New Mexico,35.3126,-106.5537
Naschitti,New Mexico,36.0625,-108.68
Regina,New Mexico,36.1947,-106.9453
El Rito,New Mexico,36.338,-106.1844
Capulin,New Mexico,36.7446,-103.9958
Galisteo,New Mexico,35.395,-105.957
Chaparral,New Mexico,32.0442,-106.4059
Windmill,New Mexico,31.9769,-108.6315
Lake Valley,New Mexico,36.0901,-108.1642
Ramah,New Mexico,35.1376,-108.4859
Sacramento,New Mexico,32.7917,-105.5723
Santa Clara Pueblo,New Mexico,35.9726,-106.0928
Bosque Farms,New Mexico,34.8538,-106.7016
Santo Domingo Pueblo,New Mexico,35.5175,-106.367
Nenahnezad,New Mexico,36.7354,-108.4253
Doña Ana,New Mexico,32.394,-106.8177
Atoka,New Mexico,32.7783,-104.3931
Crystal,New Mexico,36.028,-108.9911
Duran,New Mexico,34.4636,-105.3807
Agua Fria,New Mexico,35.6615,-106.0148
Rehoboth,New Mexico,35.5289,-108.6548
Midway,New Mexico,33.2958,-104.4518
Magdalena,New Mexico,34.1095,-107.2317
Rodarte,New Mexico,36.152,-105.6728
Holman,New Mexico,36.0384,-105.3836
Portales,New Mexico,34.1765,-103.3543
Folsom,New Mexico,36.8483,-103.9186
Manzano Springs,New Mexico,34.9614,-106.2328
Lake Arthur,New Mexico,32.9995,-104.364
Madrone,New Mexico,34.5792,-106.7287
Pastura,New Mexico,34.785,-104.9422
San Juan,New Mexico,32.7609,-107.9053
Corrales,New Mexico,35.2367,-106.6197
Redrock,New Mexico,32.6862,-108.7381
La Jara,New Mexico,36.1055,-106.942
Sena,New Mexico,35.3037,-105.3914
Armijo,New Mexico,35.0537,-106.6772
Cloudcroft,New Mexico,32.9532,-105.733
New Laguna,New Mexico,35.0409,-107.422
Casa Blanca,New Mexico,35.0456,-107.4714
Rincon,New Mexico,32.6729,-107.0764
Paguate,New Mexico,35.1356,-107.364
Gallup,New Mexico,35.5178,-108.7473
Navajo,New Mexico,35.9024,-109.0321
San Antonio,New Mexico,33.9161,-106.87
Polvadera,New Mexico,34.2021,-106.9172
Domingo,New Mexico,35.5109,-106.32
White Rock,New Mexico,35.8075,-106.2066
Spencerville,New Mexico,36.8191,-108.0561
Pilar,New Mexico,36.2697,-105.7881
Florida,New Mexico,32.4159,-107.5767
Los Lunas,New Mexico,34.8092,-106.7663
San Pedro,New Mexico,35.228,-106.1848
El Rancho,New Mexico,35.8927,-106.0856
Velarde,New Mexico,36.1608,-105.9659
Suwanee,New Mexico,34.935,-107.1373
Chamberino,New Mexico,32.0364,-106.6776
Tocito,New Mexico,36.3994,-108.7812
Deming,New Mexico,32.2632,-107.7514
Arrey,New Mexico,32.8472,-107.3204
Tecolote,New Mexico,35.4605,-105.2842
Truth or Consequences,New Mexico,33.1851,-107.2587
San Ignacio,New Mexico,35.7711,-105.3545
Tucumcari,New Mexico,35.1701,-103.7043
Scholle,New Mexico,34.4276,-106.4167
Santa Clara,New Mexico,32.7778,-108.1555
Ranchos de Taos,New Mexico,36.3622,-105.6011
Vado,New Mexico,32.1279,-106.6571
Alamogordo,New Mexico,32.8834,-105.9627
Hernandez,New Mexico,36.0567,-106.1186
Las Nutrias,New Mexico,34.4696,-106.7708
Apache Creek,New Mexico,33.8487,-108.6141
Valmont,New Mexico,32.7468,-105.9875
Floyd,New Mexico,34.2283,-103.5544
Ribera,New Mexico,35.37,-105.4441
Sandia Knolls,New Mexico,35.1603,-106.2987
Peña Blanca,New Mexico,35.5709,-106.3319
Waterflow,New Mexico,36.7574,-108.4709
Ojo Sarco,New Mexico,36.1225,-105.7834
Mimbres,New Mexico,32.8332,-107.9559
Ponderosa Pine,New Mexico,34.972,-106.3369
Nara Visa,New Mexico,35.6068,-103.1043
Talpa,New Mexico,36.3421,-105.5923
Llano Del Medio,New Mexico,35.1881,-105.1162
Winston,New Mexico,33.3462,-107.6485
Canjilon,New Mexico,36.484,-106.4335
McDonald,New Mexico,33.1407,-103.3174
Salem,New Mexico,32.7122,-107.2044
Causey,New Mexico,33.8576,-103.1066
Cleveland,New Mexico,35.9934,-105.3706
Wingate,New Mexico,35.5145,-108.5448
Santa Fe,New Mexico,35.6619,-105.9818
Cedar Crest,New Mexico,35.1113,-106.3802
Sedillo,New Mexico,35.0906,-106.2869
San Ysidro,New Mexico,35.5605,-106.7733
Tyrone,New Mexico,32.7099,-108.3028
Cruzville,New Mexico,33.8099,-108.6684
Capitan,New Mexico,33.5393,-105.5983
Watrous,New Mexico,35.79,-104.9819
Valencia,New Mexico,34.8054,-106.6869
Cordova,New Mexico,36.0127,-105.8566
Hope,New Mexico,32.8157,-104.7355
Loving,New Mexico,32.2867,-104.097
Belen,New Mexico,34.6804,-106.7875
Chupadero,New Mexico,35.8144,-105.9198
North Acomita Village,New Mexico,35.0659,-107.5676
Hot Springs Landing,New Mexico,33.2047,-107.21
Newman,New Mexico,32.0034,-106.323
Coyote,New Mexico,36.1616,-106.6067
Tatum,New Mexico,33.2553,-103.3111
Mesquite,New Mexico,32.1669,-106.6885
Springer,New Mexico,36.3661,-104.5932
Dilia,New Mexico,35.1931,-105.0636
Quemado,New Mexico,34.3415,-108.506
Gallina,New Mexico,36.2283,-106.8189
Lucero,New Mexico,36.0164,-105.2283
Crossroads,New Mexico,33.5123,-103.3397
Adelino,New Mexico,34.7066,-106.7304
Black Rock,New Mexico,35.0833,-108.7979
La Union,New Mexico,31.9507,-106.6621
Oscura,New Mexico,33.4837,-106.0544
Mentmore,New Mexico,35.5142,-108.8456
El Porvenir,New Mexico,35.6967,-105.3828
La Puente,New Mexico,36.7,-106.6009
Acomita Lake,New Mexico,35.066,-107.6171
Tesuque,New Mexico,35.7486,-105.921
Datil,New Mexico,34.1423,-107.8424
Contreras,New Mexico,34.3828,-106.8136
San Acacia,New Mexico,34.255,-106.9022
Caballo,New Mexico,32.9806,-107.3075
South Valley,New Mexico,35.009,-106.682
Williamsburg,New Mexico,33.1158,-107.2959
Lumberton,New Mexico,36.9328,-106.9353
Abeytas,New Mexico,34.4652,-106.8137
Hayden,New Mexico,35.9684,-103.2716
Hobbs,New Mexico,32.7281,-103.1597
Flora Vista,New Mexico,36.8056,-108.0856
Santa Rosa,New Mexico,34.936,-104.6769
Elkins,New Mexico,33.6945,-104.055
Los Luceros,New Mexico,36.1151,-106.0371
Manzano,New Mexico,34.6437,-106.367
Solano,New Mexico,35.8484,-104.0675
Bibo,New Mexico,35.1807,-107.4178
Eunice,New Mexico,32.4425,-103.1916
Gila,New Mexico,32.9485,-108.5762
North Valley,New Mexico,35.1735,-106.6232
Seama,New Mexico,35.0441,-107.5271
Costilla,New Mexico,36.9786,-105.5353
Socorro,New Mexico,34.0544,-106.9064
Berino,New Mexico,32.0689,-106.6219
Alto,New Mexico,33.3987,-105.6808
Pinos Altos,New Mexico,32.8665,-108.2221
University Park,New Mexico,32.2767,-106.7463
Corona,New Mexico,34.25,-105.5971
Alamo,New Mexico,34.4184,-107.5125
Ensenada,New Mexico,36.7309,-106.5368
Los Ojos,New Mexico,36.7361,-106.5669
Continental Divide,New Mexico,35.425,-108.3153
Bloomfield,New Mexico,36.7265,-107.9792
San Ildefonso Pueblo,New Mexico,35.8955,-106.1225
Hagerman,New Mexico,33.1146,-104.3283
Cuyamungue,New Mexico,35.8648,-106.0096
Pueblo Pintado,New Mexico,35.9453,-107.6161
Jarales,New Mexico,34.6146,-106.7631
Los Padillas,New Mexico,34.9692,-106.6959
Melrose,New Mexico,34.4289,-103.6296
Pajarito,New Mexico,34.9864,-106.6967
Nakaibito,New Mexico,35.7826,-108.8039
Ruidoso,New Mexico,33.364,-105.6443
Cuba,New Mexico,36.0122,-106.9696
Albuquerque,New Mexico,35.1055,-106.6476
Soham,New Mexico,35.4168,-105.4985
Vaughn,New Mexico,34.6072,-105.2126
Clines Corners,New Mexico,35.0095,-105.6692
Acomita,New Mexico,35.0553,-107.5717
Rodey,New Mexico,32.6538,-107.1358
San Jose,New Mexico,35.3955,-105.4759
Las Palomas,New Mexico,33.0589,-107.2983
Rodeo,New Mexico,31.8396,-109.0265
Mescalero,New Mexico,33.1448,-105.7897
Las Cruces,New Mexico,32.3265,-106.7893
Cotton City,New Mexico,32.1101,-108.8805
Nogal,New Mexico,33.5395,-105.7105
Black River Village,New Mexico,32.2018,-104.253
McCartys,New Mexico,35.0628,-107.6695
Bosque,New Mexico,34.5601,-106.7892
Roy,New Mexico,35.9451,-104.1963
Tohatchi,New Mexico,35.841,-108.7506
Hachita,New Mexico,31.9153,-108.3252
Alamillo,New Mexico,34.2519,-106.9158
Gage,New Mexico,32.2295,-108.0861
Lovington,New Mexico,32.9457,-103.3504
Torreon,New Mexico,34.7241,-106.3008
Chilili,New Mexico,34.8974,-106.2332
Taos,New Mexico,36.3868,-105.5802
North Hurley,New Mexico,32.7197,-108.1285
Dayton,New Mexico,32.7315,-104.3852
Pie Town,New Mexico,34.34,-108.1708
Weed,New Mexico,32.8025,-105.5248
Carrizozo,New Mexico,33.6433,-105.8411
Santa Cruz,New Mexico,35.9939,-106.036
Nadine,New Mexico,32.6239,-103.1069
Chili,New Mexico,36.1027,-106.1529
Meadow Lake,New Mexico,34.8024,-106.5701
Yeso,New Mexico,34.4392,-104.61
El Duende,New Mexico,36.0738,-106.1269
Young Place,New Mexico,36.9934,-107.4931
Artesia,New Mexico,32.8479,-104.4277
Hurley,New Mexico,32.6982,-108.1321
Tularosa,New Mexico,33.0753,-106.0175
Separ,New Mexico,32.2009,-108.4223
Luis Lopez,New Mexico,33.9904,-106.8878
Tesuque Pueblo,New Mexico,35.8091,-105.9752
Mesita,New Mexico,35.0134,-107.3296
Golden,New Mexico,35.2637,-106.2233
House,New Mexico,34.6484,-103.9034
Puerto De Luna,New Mexico,34.8297,-104.6222
Silver City,New Mexico,32.7783,-108.2699
Pleasanton,New Mexico,33.2759,-108.8792
Mule Creek,New Mexico,33.122,-108.9562
Embudo,New Mexico,36.2075,-105.9611
White Sands,New Mexico,32.3836,-106.4928
Eldorado at Santa Fe,New Mexico,35.5273,-105.934
Casa Colorada,New Mexico,34.5536,-106.7422
Tecolotito,New Mexico,35.2308,-105.1631
Gamerco,New Mexico,35.5722,-108.7654
Picuris Pueblo,New Mexico,36.1995,-105.7133
San Luis,New Mexico,35.7009,-107.0431
Española,New Mexico,36.004,-106.0677
Hillsboro,New Mexico,32.9218,-107.5777
Malaga,New Mexico,32.2227,-104.0692
Pueblitos,New Mexico,34.611,-106.7817
Cochiti Lake,New Mexico,35.6478,-106.3425
Sunshine,New Mexico,32.1344,-107.7838
High Rolls,New Mexico,32.9388,-105.8214
Pueblito,New Mexico,36.0727,-106.0811
Glenwood,New Mexico,33.3188,-108.881
Laguna,New Mexico,35.0504,-107.4071
Tijeras,New Mexico,35.0884,-106.376
Monument,New Mexico,32.6243,-103.2776
Manuelito,New Mexico,35.422,-108.994
Roswell,New Mexico,33.3729,-104.5294
Tres Piedras,New Mexico,36.647,-105.9672
La Mesa,New Mexico,32.1244,-106.709
Canova,New Mexico,36.1648,-105.9857
Cochiti,New Mexico,35.6094,-106.3486
Church Rock,New Mexico,35.5308,-108.6234
Forest Glade,Texas,31.6307,-96.5219
Juilliard,Texas,35.3187,-101.8096
Burnet,Texas,30.7508,-98.2375
Dell City,Texas,31.9349,-105.1998
D'Hanis,Texas,29.3305,-99.2754
Pleasant Hill,Texas,31.0033,-94.7936
Roma-Los Saenz,Texas,26.4153,-99.006
Bailey,Texas,33.4336,-96.1651
Leggett,Texas,30.818,-94.8705
Annetta,Texas,32.6956,-97.6591
Taylor Landing,Texas,29.8641,-94.1348
Liverpool,Texas,29.3016,-95.2753
Hondo,Texas,29.3532,-99.1621
Monroe City,Texas,29.7849,-94.5852
Encinal,Texas,28.041,-99.3547
Redland,Texas,32.3768,-95.4986
Dougherty,Texas,33.9417,-101.0865
Retreat,Texas,32.0508,-96.4787
Industry,Texas,29.9715,-96.4992
Sublime,Texas,29.4789,-96.7975
Pantego,Texas,32.7148,-97.1544
Saturn,Texas,29.5988,-97.3436
Loeb,Texas,30.1947,-94.193
Loma Grande Colonia,Texas,28.7221,-99.8327
Timberwood Park,Texas,29.699,-98.4829
Arnett,Texas,31.4452,-97.8914
Hemphill,Texas,31.3431,-93.8512
Frisco,Texas,33.1551,-96.8219
Onalaska,Texas,30.8216,-95.1111
Sandy,Texas,30.3608,-98.4695
Bayside,Texas,28.0966,-97.2109
Waco,Texas,31.5597,-97.1882
Brundage,Texas,28.5739,-99.67
Eddy,Texas,31.2946,-97.2522
Lums Chapel,Texas,33.8326,-102.3277
Pampa,Texas,35.5479,-100.965
Lamar,Texas,28.1439,-96.9888
Horseshoe Bay,Texas,30.5406,-98.3785
Avery,Texas,33.5522,-94.7805
Merkel,Texas,32.4698,-100.0111
Sherman,Texas,33.6266,-96.6195
Rockland,Texas,31.0152,-94.3816
Clarendon,Texas,34.9366,-100.8918
Hamilton,Texas,31.6988,-98.1231
Olivarez,Texas,26.2285,-97.9931
Deport,Texas,33.5291,-95.3174
West Alto Bonito Colonia,Texas,26.3144,-98.6632
Spur,Texas,33.4702,-100.8557
Cedar Hill,Texas,32.5809,-96.9592
Study Butte,Texas,29.335,-103.5421
Hankamer,Texas,29.8583,-94.6269
Ben Wheeler,Texas,32.446,-95.7039
Trent,Texas,32.4885,-100.1232
Purley,Texas,33.0912,-95.2622
Twichell,Texas,36.4375,-100.729
Corrigan,Texas,30.9988,-94.8275
Bigfoot,Texas,29.0619,-98.8522
La Presa,Texas,27.3995,-99.4374
Round Top,Texas,30.064,-96.6959
Dexter,Texas,33.8187,-96.9636
Petty,Texas,33.6026,-95.81
Normangee,Texas,31.03,-96.1161
Elbert,Texas,33.2748,-99.0021
Pasadena,Texas,29.6583,-95.1498
Hockley,Texas,30.0269,-95.8444
Center City,Texas,31.4704,-98.4089
Woodway,Texas,31.4987,-97.2315
Brazos Bend,Texas,32.4752,-97.7611
Star,Texas,31.4685,-98.3161
Danbury,Texas,29.2273,-95.3463
Ranger,Texas,32.4693,-98.6751
Dinero,Texas,28.2264,-97.9617
Vernon,Texas,34.148,-99.3
Cresson,Texas,32.5298,-97.6155
Romayor,Texas,30.4513,-94.8433
Carbon,Texas,32.2684,-98.8272
Sweet Home,Texas,29.3452,-97.0717
Mount Enterprise,Texas,31.9113,-94.6826
Christine,Texas,28.7863,-98.4977
El Refugio,Texas,26.3406,-98.7589
Rule,Texas,33.1819,-99.8932
Bozar,Texas,31.5168,-98.597
Crowley,Texas,32.578,-97.3584
Pyote,Texas,31.5381,-103.1225
Hills Prairie,Texas,30.0516,-97.2919
La Rosita,Texas,26.402,-98.9326
Gageby,Texas,35.6198,-100.3401
Roaring Springs,Texas,33.8992,-100.8561
Old Glory,Texas,33.1298,-100.0559
Batesville,Texas,28.9552,-99.6237
Benavides,Texas,27.5982,-98.4095
Oak Ridge,Texas,32.6428,-96.2573
Cistern,Texas,29.8158,-97.2186
Bunker Hill Village,Texas,29.7647,-95.5318
Centerville,Texas,31.2579,-95.9796
Kosse,Texas,31.307,-96.6292
Briar,Texas,32.9884,-97.5528
Florence Hill,Texas,32.6732,-97.0153
Bruni,Texas,27.4282,-98.8321
Denver City,Texas,32.968,-102.8319
Bay City,Texas,28.9816,-95.9603
Benoit,Texas,31.7829,-99.829
Tankersley,Texas,31.3496,-100.6434
Hilltop Colonia,Texas,26.404,-98.9207
Irving,Texas,32.8584,-96.9702
Paint Rock,Texas,31.51,-99.9253
Falcon,Texas,26.6381,-99.0956
Del Mar Heights,Texas,26.0566,-97.4235
Coppell,Texas,32.9639,-96.9907
Lucas,Texas,33.095,-96.5792
Spring Hill,Texas,32.5629,-94.8022
Meadows Place,Texas,29.6513,-95.5874
Marlin,Texas,31.3085,-96.8934
Brashear,Texas,33.1187,-95.7336
Carlos,Texas,30.5946,-96.078
Lefors,Texas,35.4396,-100.804
Maxwell,Texas,29.8811,-97.7933
Cameron Park,Texas,25.9705,-97.4775
Sterling City,Texas,31.8392,-100.9859
El Campo,Texas,29.1983,-96.2738
Haskell,Texas,33.1597,-99.732
Silver Valley,Texas,31.9565,-99.5462
Groesbeck,Texas,31.5259,-96.5284
Irene,Texas,31.9921,-96.8714
Pinehurst,Texas,30.1087,-93.7704
Zapata,Texas,26.9027,-99.2612
Point Comfort,Texas,28.6714,-96.559
Blum,Texas,32.1419,-97.3972
Arlington,Texas,32.6998,-97.1251
Montgomery,Texas,30.3917,-95.6965
Newark,Texas,33.0049,-97.4856
West Odessa,Texas,31.8388,-102.4996
Nazareth,Texas,34.5416,-102.1021
Bellville,Texas,29.9472,-96.2598
McNair,Texas,29.8041,-95.0216
Addison,Texas,32.9587,-96.8356
Abbott,Texas,31.8874,-97.0805
Woodsboro,Texas,28.2379,-97.3255
Montague,Texas,33.6652,-97.721
Wolfe City,Texas,33.3705,-96.0688
Jonesboro,Texas,31.6146,-97.8767
Placid,Texas,31.3254,-99.1845
Texline,Texas,36.3765,-103.0189
Aloe,Texas,28.7667,-97.0761
Martinsville,Texas,31.6427,-94.4141
Whitharral,Texas,33.7376,-102.3271
Peden,Texas,32.9526,-97.5339
Brazos Country,Texas,29.7548,-96.0424
Mexia,Texas,31.6809,-96.4833
Boling,Texas,29.2584,-95.9436
Cuevitas,Texas,26.2585,-98.5787
